POS,phastCons100way,phyloP100way
3725,1.0,5.825
3726,0.0,-2.675
3727,1.0,7.525
3728,1.0,7.42
3729,0.0,-4.086
3730,1.0,7.525
3731,1.0,8.736
3732,0.0,-6.988
3733,1.0,6.24
3734,1.0,8.736
3735,1.0,4.859
3736,1.0,7.55
3737,1.0,7.525
3738,0.0,-10.145
3739,0.998,3.923
3740,1.0,5.921
3741,0.0,-6.492
3742,0.0,-0.526
3743,0.976,7.538
3744,0.349,-0.167
3745,1.0,6.36
3746,1.0,4.042
3747,0.0,-13.546
3748,0.781,1.693
3749,0.975,5.828
3750,0.0,-5.999
3751,1.0,6.945
3752,1.0,5.83
3753,0.0,-5.467
3754,0.0,-0.241
3755,0.885,5.828
3756,0.0,-20.0
3757,0.0,-0.641
3758,0.963,7.538
3759,0.0,-1.551
3760,0.001,1.069
3761,0.001,1.016
3762,0.0,-5.081
3763,0.0,-2.702
3764,0.002,1.422
3765,0.0,-14.342
3766,0.0,-0.7
3767,0.666,4.667
3768,0.0,-2.889
3769,0.0,-2.074
3770,0.881,5.808
3771,0.0,-1.588
3772,0.0,-0.197
3773,0.398,3.864
3774,0.0,-1.452
3775,0.002,1.794
3776,0.0,-0.214
3777,0.0,-8.182
3778,1.0,5.36
3779,1.0,7.527
3780,0.0,-12.785
3781,0.966,2.53
3782,0.967,2.957
3783,0.0,-8.586
3784,1.0,5.832
3785,0.993,2.452
3786,0.0,-4.274
3787,0.149,1.151
3788,0.358,4.645
3789,0.0,-9.786
3790,0.0,-0.239
3791,0.963,7.538
3792,0.0,-2.012
3793,0.0,-1.432
3794,0.0,-0.404
3795,0.0,-5.404
3796,0.0,0.32
3797,0.0,0.125
3798,0.0,-6.781
3799,0.075,0.374
3800,0.963,7.489
3801,0.0,-5.182
3802,0.0,1.381
3803,0.0,-0.031
3804,0.0,-5.466
3805,0.0,-0.543
3806,0.0,-5.467
3807,0.0,-9.387
3808,0.392,1.223
3809,0.709,5.72
3810,0.0,-7.262
3811,1.0,4.666
3812,1.0,8.803
3813,1.0,2.737
3814,1.0,6.31
3815,1.0,8.732
3816,0.0,-0.025
3817,0.0,-1.885
3818,0.0,0.362
3819,0.0,-5.958
3820,0.0,-1.661
3821,0.0,0.158
3822,0.0,-6.238
3823,1.0,4.748
3824,1.0,5.134
3825,0.927,2.114
3826,0.001,-1.49
3827,0.966,7.581
3828,0.0,-5.648
3829,0.0,-2.069
3830,0.402,3.877
3831,0.0,-9.798
3832,0.0,-6.368
3833,0.887,5.841
3834,0.0,-8.814
3835,0.0,0.011
3836,0.093,3.804
3837,0.0,-5.034
3838,0.0,-3.191
3839,0.002,1.421
3840,0.0,-4.807
3841,1.0,7.581
3842,1.0,7.516
3843,0.996,0.691
3844,1.0,5.754
3845,1.0,7.475
3846,0.0,-20.0
3847,0.0,-0.583
3848,0.708,4.766
3849,0.0,-1.405
3850,0.006,0.937
3851,0.007,1.857
3852,0.0,-8.156
3853,1.0,3.764
3854,1.0,4.436
3855,0.973,0.174
3856,1.0,8.803
3857,1.0,5.857
3858,1.0,2.337
3859,1.0,7.581
3860,1.0,7.615
3861,1.0,1.865
3862,1.0,7.581
3863,0.965,2.117
3864,0.0,-2.786
3865,0.885,2.241
3866,0.933,3.903
3867,0.0,-3.385
3868,1.0,7.581
3869,1.0,7.475
3870,0.0,-10.035
3871,1.0,8.803
3872,1.0,5.772
3873,0.0,-5.026
3874,0.0,-0.264
3875,0.996,5.85
3876,0.966,0.254
3877,1.0,9.438
3878,0.997,3.699
3879,0.0,-3.548
3880,1.0,7.595
3881,1.0,8.803
3882,0.998,0.784
3883,1.0,8.803
3884,0.993,3.102
3885,0.0,-14.247
3886,1.0,6.968
3887,1.0,8.803
3888,0.002,-1.135
3889,0.989,3.094
3890,0.996,3.884
3891,0.001,-1.661
3892,0.997,2.719
3893,0.999,5.756
3894,0.0,-5.782
3895,1.0,5.744
3896,1.0,5.752
3897,0.0,-12.684
3898,1.0,7.568
3899,1.0,7.568
3900,0.0,-4.098
3901,1.0,7.58
3902,1.0,6.986
3903,0.0,-0.996
3904,0.0,-0.107
3905,0.891,5.86
3906,0.0,-11.032
3907,0.992,3.437
3908,0.996,5.77
3909,0.0,-4.947
3910,1.0,9.372
3911,1.0,6.915
3912,0.102,-0.283
3913,1.0,9.372
3914,1.0,9.361
3915,0.0,-5.709
3916,1.0,7.583
3917,1.0,8.803
3918,0.85,0.122
3919,1.0,7.581
3920,1.0,5.76
3921,0.0,-11.528
3922,1.0,6.364
3923,1.0,7.008
3924,0.163,0.873
3925,0.039,-0.363
3926,0.967,7.581
3927,0.003,-1.22
3928,1.0,7.567
3929,1.0,4.737
3930,0.0,-10.592
3931,1.0,7.581
3932,1.0,7.475
3933,0.0,-9.248
3934,1.0,7.564
3935,1.0,9.438
3936,0.0,-10.33
3937,1.0,7.581
3938,1.0,4.725
3939,0.0,-3.873
3940,1.0,7.014
3941,1.0,5.83
3942,0.0,-2.923
3943,1.0,5.2
3944,1.0,4.774
3945,0.0,-2.446
3946,1.0,9.438
3947,1.0,8.803
3948,0.936,0.199
3949,1.0,7.581
3950,1.0,8.803
3951,0.0,-5.298
3952,1.0,3.833
3953,0.999,4.654
3954,0.0,-6.102
3955,0.998,4.599
3956,0.981,2.085
3957,0.0,-3.357
3958,1.0,6.376
3959,1.0,7.648
3960,0.0,-20.0
3961,1.0,5.817
3962,1.0,7.529
3963,0.0,-8.144
3964,1.0,7.635
3965,1.0,5.891
3966,0.0,-2.82
3967,1.0,5.483
3968,1.0,4.726
3969,0.0,-3.27
3970,0.0,-0.57
3971,0.969,7.635
3972,0.0,-3.221
3973,1.0,5.908
3974,1.0,7.635
3975,0.0,-4.888
3976,1.0,5.919
3977,1.0,5.913
3978,0.0,-3.238
3979,0.0,-0.688
3980,0.994,7.635
3981,0.801,0.043
3982,1.0,6.466
3983,1.0,7.529
3984,0.0,-2.825
3985,1.0,7.681
3986,1.0,7.078
3987,0.001,-1.007
3988,1.0,5.909
3989,1.0,8.868
3990,0.0,-5.392
3991,0.186,3.02
3992,0.017,0.64
3993,0.0,-9.498
3994,1.0,8.868
3995,1.0,8.868
3996,0.0,-4.108
3997,1.0,8.84
3998,1.0,7.613
3999,0.0,-4.057
4000,0.505,1.244
4001,0.984,7.635
4002,0.0,-7.624
4003,0.0,-0.218
4004,0.707,4.788
4005,0.001,-1.497
4006,1.0,8.868
4007,1.0,4.818
4008,1.0,4.966
4009,1.0,8.868
4010,1.0,8.868
4011,0.0,-1.105
4012,0.001,1.503
4013,0.0,0.903
4014,0.0,-8.185
4015,0.0,-0.672
4016,0.669,4.671
4017,0.0,-7.978
4018,0.991,3.364
4019,0.993,4.726
4020,0.0,-4.438
4021,0.0,-0.978
4022,0.0,0.855
4023,0.0,-15.955
4024,0.0,1.451
4025,0.0,-0.095
4026,0.0,-7.366
4027,0.0,-0.985
4028,0.965,7.576
4029,0.0,-4.532
4030,1.0,5.798
4031,1.0,7.576
4032,0.0,-1.682
4033,0.0,-4.512
4034,0.852,6.394
4035,0.315,-0.496
4036,1.0,4.953
4037,0.997,2.518
4038,0.0,-6.204
4039,0.0,-3.353
4040,0.172,4.657
4041,0.0,-1.833
4042,0.0,-0.668
4043,0.0,-2.305
4044,0.0,-7.767
4045,0.0,-1.444
4046,0.0,0.064
4047,0.0,-5.091
4048,0.0,-0.796
4049,0.0,-2.611
4050,0.0,-5.108
4051,0.0,-1.101
4052,0.0,-1.803
4053,0.0,-7.202
4054,0.0,-5.263
4055,0.0,-5.396
4056,0.0,-12.257
4057,0.0,-3.789
4058,0.0,-2.133
4059,0.0,-8.558
4060,0.006,0.855
4061,0.021,2.719
4062,0.0,-1.115
4063,1.0,3.334
4064,1.0,5.311
4065,0.354,1.108
4066,0.0,-4.11
4067,0.008,1.761
4068,0.0,-10.9
4069,0.005,1.808
4070,0.0,-1.898
4071,0.0,-6.177
4072,0.0,-0.51
4073,0.021,2.885
4074,0.0,-7.051
4075,0.0,-1.999
4076,0.0,-0.416
4077,0.0,-13.933
4078,0.0,-0.414
4079,0.0,-1.162
4080,0.0,-5.059
4081,0.009,0.177
4082,0.984,7.635
4083,0.0,-7.983
4084,0.001,1.535
4085,0.0,-0.138
4086,0.0,-3.723
4087,0.0,-2.278
4088,0.0,-1.193
4089,0.0,-8.193
4090,1.0,5.823
4091,1.0,7.002
4092,0.625,1.495
4093,0.001,-0.306
4094,0.002,1.479
4095,0.0,-11.789
4096,0.0,-1.848
4097,0.39,4.529
4098,0.0,-13.199
4099,0.0,-4.319
4100,0.019,2.102
4101,0.0,-9.317
4102,0.0,-1.281
4103,0.9,5.916
4104,0.0,-5.455
4105,0.062,0.881
4106,0.157,3.803
4107,0.0,-7.671
4108,0.0,-1.003
4109,0.0,-0.209
4110,0.0,-11.714
4111,0.0,-9.47
4112,0.0,-0.011
4113,0.0,-8.787
4114,1.0,7.581
4115,1.0,7.635
4116,0.0,-1.577
4117,0.0,-0.714
4118,1.0,7.635
4119,0.996,0.523
4120,1.0,7.576
4121,1.0,7.585
4122,0.04,0.428
4123,0.028,-0.134
4124,0.718,4.769
4125,0.0,-10.245
4126,1.0,4.712
4127,1.0,3.894
4128,0.169,-0.34
4129,1.0,3.94
4130,1.0,7.529
4131,0.001,-1.664
4132,0.996,2.646
4133,1.0,7.529
4134,0.0,-14.222
4135,1.0,5.922
4136,1.0,7.056
4137,0.002,-1.128
4138,1.0,7.529
4139,1.0,4.713
4140,0.0,-5.395
4141,1.0,5.807
4142,1.0,3.906
4143,0.985,0.667
4144,1.0,4.809
4145,1.0,7.635
4146,0.0,-3.558
4147,1.0,4.724
4148,1.0,4.631
4149,0.0,-9.3
4150,1.0,5.925
4151,1.0,6.985
4152,0.0,-4.289
4153,1.0,9.508
4154,1.0,8.868
4155,0.0,-4.381
4156,0.998,3.851
4157,1.0,8.868
4158,0.243,-0.137
4159,0.825,1.548
4160,0.994,7.635
4161,0.0,-9.552
4162,1.0,8.868
4163,1.0,3.947
4164,0.279,-0.143
4165,0.982,2.529
4166,0.997,7.019
4167,0.0,-2.721
4168,0.0,-0.094
4169,0.968,7.623
4170,0.0,-14.423
4171,0.0,-0.734
4172,0.72,4.742
4173,0.075,-0.446
4174,1.0,5.91
4175,1.0,9.508
4176,1.0,4.911
4177,1.0,8.868
4178,1.0,7.01
4179,1.0,4.871
4180,1.0,6.933
4181,0.833,1.833
4182,0.0,-4.115
4183,1.0,7.635
4184,1.0,7.635
4185,0.0,-2.585
4186,0.0,-0.192
4187,0.897,5.894
4188,0.0,-8.501
4189,1.0,7.529
4190,1.0,5.818
4191,0.0,-13.683
4192,0.0,-0.838
4193,0.902,5.922
4194,0.0,-9.928
4195,1.0,5.863
4196,1.0,5.643
4197,0.0,-7.959
4198,0.002,0.05
4199,0.969,7.635
4200,0.007,-1.146
4201,1.0,5.405
4202,0.993,3.113
4203,0.0,-5.906
4204,0.0,-2.314
4205,0.726,4.812
4206,0.0,-2.096
4207,0.588,1.133
4208,0.695,3.278
4209,0.0,-7.511
4210,0.162,0.978
4211,0.563,3.904
4212,0.129,-0.314
4213,0.989,2.078
4214,1.0,2.016
4215,1.0,2.697
4216,0.977,0.217
4217,0.992,5.797
4218,0.0,-6.109
4219,0.0,0.066
4220,0.0,0.266
4221,0.0,-13.03
4222,0.034,0.522
4223,0.169,3.942
4224,0.0,-6.7
4225,0.0,-1.749
4226,0.673,3.204
4227,0.0,-9.784
4228,0.816,3.046
4229,0.817,3.126
4230,0.0,-7.848
4231,0.007,1.77
4232,0.008,1.229
4233,0.0,-7.865
4234,0.0,-2.278
4235,0.0,-0.255
4236,0.0,-2.69
4237,0.0,-3.336
4238,0.0,0.003
4239,0.0,-3.163
4240,0.0,-0.332
4241,0.001,1.633
4242,0.0,-1.753
4243,0.0,-0.582
4244,0.995,7.407
4245,0.0,-5.506
4246,0.011,0.421
4247,0.438,3.93
4248,0.0,-9.923
4249,0.999,3.776
4250,1.0,5.814
4251,0.0,-11.731
4252,0.96,5.804
4253,0.994,7.529
4254,0.0,-20.0
4255,0.806,2.403
4256,0.862,3.392
4257,0.002,0.366
4258,0.0,-1.007
4259,0.0,-0.935
4260,0.0,-1.414
4261,1.0,5.9
4262,1.0,3.392
4263,1.0,4.291
4264,0.996,1.789
4265,1.0,5.805
4266,1.0,2.03
4267,1.0,1.469
4268,1.0,0.877
4269,1.0,6.085
4270,1.0,7.635
4271,1.0,7.674
4272,1.0,4.653
4273,1.0,7.48
4274,1.0,2.529
4275,1.0,6.391
4276,1.0,8.868
4277,0.0,-1.846
4278,0.001,0.029
4279,0.206,1.333
4280,0.242,0.502
4281,0.995,3.151
4282,1.0,4.317
4283,1.0,5.049
4284,0.028,-0.759
4285,0.99,2.242
4286,0.998,1.292
4287,1.0,5.87
4288,1.0,4.691
4289,1.0,3.799
4290,1.0,3.971
4291,1.0,5.914
4292,1.0,7.651
4293,1.0,8.868
4294,1.0,5.904
4295,1.0,3.438
4296,1.0,6.409
4297,1.0,3.287
4298,1.0,6.397
4299,1.0,7.635
4300,1.0,1.735
4301,1.0,4.243
4302,1.0,5.636
4303,0.0,-2.134
4304,0.0,-4.372
4305,1.0,8.84
4306,1.0,1.634
4307,1.0,3.969
4308,1.0,1.54
4309,1.0,0.997
4310,1.0,5.382
4311,1.0,4.543
4312,0.999,2.496
4313,0.66,0.468
4314,0.0,-5.116
4315,0.0,0.57
4316,0.848,6.876
4317,0.0,-0.746
4318,0.0,-4.406
4319,1.0,4.701
4320,1.0,5.782
4321,0.996,0.402
4322,1.0,1.458
4323,1.0,2.964
4324,1.0,3.778
4325,0.991,0.503
4326,0.997,0.949
4327,1.0,1.22
4328,1.0,5.903
4329,1.0,4.266
4330,1.0,5.766
4331,1.0,5.587
4332,0.997,3.845
4333,0.108,0.344
4334,0.096,1.511
4335,0.0,-1.801
4336,0.0,-1.814
4337,0.0,-0.226
4338,0.003,-0.017
4339,0.986,2.538
4340,1.0,7.685
4341,1.0,6.181
4342,0.036,0.567
4343,0.0,-1.816
4344,0.156,3.292
4345,0.0,-1.419
4346,1.0,4.653
4347,1.0,8.868
4348,1.0,8.868
4349,1.0,7.529
4350,0.999,3.862
4351,0.329,0.701
4352,0.026,0.691
4353,0.0,-0.185
4354,0.0,-0.564
4355,0.003,1.975
4356,0.0,-2.625
4357,0.0,-1.481
4358,0.0,-0.034
4359,1.0,7.067
4360,1.0,6.462
4361,0.998,3.337
4362,0.62,1.009
4363,0.01,-0.938
4364,0.988,2.094
4365,1.0,5.811
4366,1.0,8.868
4367,1.0,7.035
4368,1.0,8.868
4369,0.639,1.469
4370,0.072,-0.547
4371,0.821,1.182
4372,0.98,3.748
4373,0.968,2.069
4374,0.0,-2.151
4375,0.0,-0.254
4376,0.997,2.509
4377,1.0,5.919
4378,1.0,3.669
4379,1.0,2.444
4380,1.0,3.864
4381,0.867,-0.044
4382,1.0,3.733
4383,1.0,5.462
4384,0.0,-3.624
4385,0.0,-2.293
4386,0.0,-1.766
4387,0.998,2.582
4388,1.0,5.821
4389,1.0,3.722
4390,1.0,8.868
4391,0.998,3.787
4392,0.021,-0.073
4393,0.026,1.805
4394,0.0,-2.585
4395,0.0,-0.036
4396,0.0,0.463
4397,0.0,-1.597
4398,1.0,5.816
4399,1.0,5.714
4400,0.952,3.281
4401,0.0,-1.401
4402,0.999,5.819
4403,1.0,6.387
4404,1.0,3.91
4405,1.0,7.042
4406,1.0,3.136
4407,1.0,2.629
4408,1.0,6.42
4409,1.0,7.558
4410,1.0,3.556
4411,1.0,8.868
4412,1.0,6.452
4413,1.0,7.529
4414,1.0,7.635
4415,1.0,5.874
4416,1.0,8.868
4417,0.013,-0.171
4418,0.0,-1.08
4419,1.0,5.752
4420,1.0,7.062
4421,1.0,9.508
4422,1.0,5.788
4423,1.0,7.635
4424,1.0,2.703
4425,1.0,3.907
4426,0.984,0.156
4427,1.0,3.823
4428,1.0,9.508
4429,1.0,9.508
4430,1.0,5.817
4431,1.0,7.529
4432,1.0,5.817
4433,1.0,7.062
4434,1.0,7.635
4435,1.0,7.03
4436,1.0,7.48
4437,1.0,7.529
4438,1.0,7.529
4439,1.0,2.49
4440,0.995,0.406
4441,1.0,5.887
4442,1.0,7.04
4443,1.0,2.841
4444,1.0,5.859
4445,1.0,3.933
4446,1.0,9.508
4447,1.0,1.681
4448,1.0,1.403
4449,1.0,9.42
4450,1.0,6.32
4451,0.997,2.618
4452,0.0,-1.525
4453,0.034,3.245
4454,0.0,-0.394
4455,0.0,0.093
4456,0.0,-4.192
4457,0.999,3.718
4458,1.0,4.423
4459,0.998,0.371
4460,1.0,5.862
4461,1.0,7.529
4462,0.994,3.106
4463,0.059,0.333
4464,0.018,-0.445
4465,1.0,3.821
4466,1.0,2.813
4467,1.0,3.827
4468,1.0,4.709
4469,1.0,8.868
4470,1.0,4.011
4471,1.0,3.94
4472,0.0,-1.641
4473,0.123,3.864
4474,0.023,0.878
4475,0.0,-4.346
4476,0.895,3.789
4477,0.875,2.492
4478,0.0,-5.924
4479,0.0,-4.43
4480,0.0,-0.494
4481,0.0,-6.867
4482,0.0,-0.841
4483,0.0,-0.063
4484,0.0,-7.368
4485,0.0,-2.917
4486,0.0,-1.612
4487,0.0,-12.28
4488,0.0,-3.816
4489,0.0,-0.92
4490,0.0,-5.574
4491,0.0,0.139
4492,0.0,-0.102
4493,0.0,-4.781
4494,0.0,-0.158
4495,0.003,1.25
4496,0.0,-12.336
4497,0.0,-4.52
4498,0.0,0.091
4499,0.0,-3.536
4500,0.0,-9.787
4501,0.0,-0.775
4502,0.0,-4.268
4503,0.995,4.168
4504,0.996,2.874
4505,0.0,-6.943
4506,0.0,-2.854
4507,0.723,4.802
4508,0.0,-5.352
4509,0.0,-2.749
4510,0.001,0.93
4511,0.0,-20.0
4512,0.0,-9.806
4513,0.0,0.03
4514,0.0,-0.578
4515,1.0,6.468
4516,1.0,7.651
4517,0.0,-8.559
4518,0.989,3.246
4519,0.995,5.802
4520,0.0,-20.0
4521,0.0,-1.182
4522,0.0,0.207
4523,0.0,-4.262
4524,0.0,-0.327
4525,0.453,3.968
4526,0.0,-10.522
4527,0.92,3.451
4528,0.917,3.143
4529,0.0,-13.089
4530,0.0,-1.305
4531,0.051,2.534
4532,0.0,-3.219
4533,0.0,-2.394
4534,0.0,0.514
4535,0.0,-6.778
4536,1.0,5.861
4537,1.0,4.628
4538,0.002,-0.024
4539,0.002,0.515
4540,0.004,1.883
4541,0.0,-4.468
4542,0.971,2.403
4543,0.999,4.867
4544,0.977,0.265
4545,1.0,2.61
4546,1.0,6.298
4547,0.915,1.847
4548,0.0,-4.003
4549,0.702,4.748
4550,0.0,-13.805
4551,0.0,-7.793
4552,0.0,0.733
4553,0.0,-2.891
4554,0.003,1.396
4555,0.001,0.93
4556,0.0,-3.303
4557,1.0,7.58
4558,1.0,9.437
4559,0.96,2.404
4560,0.0,-0.014
4561,0.0,0.651
4562,0.0,-5.189
4563,1.0,6.451
4564,1.0,7.651
4565,0.0,-14.155
4566,0.0,-0.481
4567,0.97,7.649
4568,0.01,-0.904
4569,1.0,6.477
4570,1.0,8.884
4571,1.0,3.457
4572,1.0,1.329
4573,1.0,7.649
4574,0.0,-3.3
4575,0.966,7.046
4576,0.746,1.559
4577,0.0,-4.047
4578,0.682,2.17
4579,0.732,3.85
4580,0.0,-3.529
4581,0.0,-1.091
4582,0.903,5.93
4583,0.0,-5.181
4584,0.968,2.343
4585,0.969,3.827
4586,0.0,-10.901
4587,0.993,3.37
4588,0.998,4.806
4589,0.0,-9.312
4590,0.976,2.626
4591,0.997,5.906
4592,0.0,-6.388
4593,0.999,4.697
4594,1.0,5.83
4595,0.0,-15.0
4596,0.0,-0.939
4597,0.969,7.637
4598,0.0,-10.906
4599,0.0,-0.027
4600,0.969,7.637
4601,0.0,-1.212
4602,0.0,1.02
4603,0.0,0.252
4604,0.0,-7.443
4605,0.0,0.552
4606,0.003,2.194
4607,0.0,0.09
4608,0.0,0.54
4609,0.0,1.148
4610,0.0,-8.818
4611,0.0,-1.103
4612,0.0,0.003
4613,0.0,-2.312
4614,0.001,1.339
4615,0.0,0.808
4616,0.0,-0.104
4617,0.994,3.878
4618,0.995,4.776
4619,0.0,-7.174
4620,0.991,3.167
4621,0.998,4.001
4622,0.001,-0.811
4623,0.11,0.537
4624,0.362,4.743
4625,0.0,-7.044
4626,0.001,1.64
4627,0.0,0.112
4628,0.0,-1.553
4629,1.0,5.493
4630,1.0,8.938
4631,1.0,2.9
4632,1.0,4.526
4633,1.0,4.754
4634,0.0,-9.964
4635,0.0,-0.121
4636,0.578,5.863
4637,0.0,-10.899
4638,0.098,3.501
4639,0.0,-0.3
4640,0.0,-9.187
4641,1.0,8.938
4642,1.0,7.145
4643,0.996,0.681
4644,1.0,7.694
4645,1.0,7.144
4646,0.0,-2.094
4647,1.0,4.813
4648,1.0,5.97
4649,0.0,-4.112
4650,0.0,-1.411
4651,0.972,7.694
4652,0.0,-14.423
4653,0.0,0.962
4654,0.0,-0.109
4655,0.0,-11.265
4656,1.0,5.872
4657,1.0,8.938
4658,1.0,2.435
4659,1.0,1.844
4660,1.0,4.69
4661,0.0,-6.104
4662,0.0,-0.199
4663,0.102,3.857
4664,0.0,-9.808
4665,1.0,7.681
4666,1.0,4.605
4667,0.0,-6.681
4668,0.998,3.009
4669,1.0,7.528
4670,0.0,-12.441
4671,0.571,1.842
4672,0.585,2.935
4673,0.0,-1.445
4674,0.0,-1.965
4675,0.242,3.621
4676,0.0,-2.578
4677,0.0,-2.584
4678,0.966,7.585
4679,0.0,-12.281
4680,0.0,-0.518
4681,0.969,7.635
4682,0.0,-0.266
4683,0.0,-0.69
4684,0.726,4.809
4685,0.0,-2.128
4686,0.0,0.323
4687,0.0,1.234
4688,0.0,-20.0
4689,0.0,-0.246
4690,0.0,-0.016
4691,0.0,-8.23
4692,0.0,-0.332
4693,0.0,-0.749
4694,0.0,-9.475
4695,0.0,-1.372
4696,0.0,-0.671
4697,0.0,-5.747
4698,1.0,7.046
4699,1.0,4.699
4700,0.0,-3.489
4701,0.0,-0.385
4702,0.0,0.589
4703,0.0,-9.995
4704,0.0,-0.399
4705,0.001,1.054
4706,0.0,-0.557
4707,0.0,-6.171
4708,0.0,-1.461
4709,0.0,-10.658
4710,0.0,0.124
4711,0.001,1.488
4712,0.0,-3.41
4713,0.998,2.67
4714,1.0,6.255
4715,0.0,-6.623
4716,0.0,0.286
4717,0.0,1.352
4718,0.0,-0.308
4719,1.0,5.893
4720,1.0,6.429
4721,0.0,-0.433
4722,0.0,-0.002
4723,0.001,1.672
4724,0.0,-10.404
4725,0.0,-0.178
4726,0.059,2.598
4727,0.0,-5.182
4728,0.0,-0.006
4729,0.0,-3.357
4730,0.0,-1.714
4731,0.0,0.014
4732,0.0,0.976
4733,0.0,-1.974
4734,0.0,-8.87
4735,0.0,-0.674
4736,0.0,-5.025
4737,0.0,-6.239
4738,0.0,-1.064
4739,0.0,-10.036
4740,0.0,-0.087
4741,0.0,1.121
4742,0.0,-0.873
4743,0.0,-0.689
4744,0.0,-0.032
4745,0.0,-4.952
4746,0.0,-6.013
4747,0.0,-1.707
4748,0.0,-9.866
4749,0.0,-3.04
4750,0.002,1.818
4751,0.0,-6.139
4752,0.0,-0.798
4753,0.0,-0.163
4754,0.0,-20.0
4755,0.0,-2.973
4756,0.0,-1.716
4757,0.0,-10.64
4758,0.0,-3.598
4759,0.065,2.64
4760,0.0,-4.384
4761,0.0,-0.312
4762,0.0,0.681
4763,0.0,-5.063
4764,0.0,1.09
4765,0.0,0.563
4766,0.0,-9.362
4767,0.0,-4.661
4768,0.0,-0.4
4769,0.0,-20.0
4770,1.0,3.872
4771,1.0,5.869
4772,0.0,-11.321
4773,0.0,-0.626
4774,0.74,4.848
4775,0.0,-6.002
4776,0.0,-2.33
4777,0.0,0.081
4778,0.0,-5.976
4779,0.998,4.15
4780,0.999,3.983
4781,0.011,-0.943
4782,1.0,8.938
4783,1.0,8.938
4784,0.999,4.222
4785,0.037,-0.8
4786,0.914,5.975
4787,0.014,-0.941
4788,1.0,6.523
4789,1.0,9.584
4790,0.0,-4.425
4791,0.0,-1.199
4792,0.468,4.001
4793,0.0,-1.407
4794,0.03,1.041
4795,0.037,2.376
4796,0.0,-4.663
4797,1.0,5.86
4798,1.0,7.586
4799,0.0,-5.28
4800,0.938,1.538
4801,0.998,7.694
4802,0.0,-4.057
4803,1.0,4.774
4804,1.0,7.129
4805,0.984,0.637
4806,0.985,1.588
4807,0.959,1.858
4808,0.0,-4.399
4809,1.0,7.694
4810,1.0,7.75
4811,1.0,4.198
4812,0.195,-0.443
4813,0.977,7.694
4814,0.0,-20.0
4815,0.999,4.696
4816,1.0,5.867
4817,0.046,-0.558
4818,1.0,7.724
4819,1.0,7.129
4820,1.0,2.016
4821,1.0,4.694
4822,1.0,4.859
4823,0.0,-15.654
4824,0.0,-0.113
4825,0.231,3.77
4826,0.0,-15.0
4827,1.0,5.779
4828,1.0,6.943
4829,1.0,1.992
4830,1.0,6.54
4831,1.0,7.759
4832,0.0,-13.049
4833,0.0,0.132
4834,0.0,-0.247
4835,0.0,-11.192
4836,0.0,-10.402
4837,0.0,-0.308
4838,0.0,-10.865
4839,0.0,-1.277
4840,0.831,4.799
4841,0.0,-3.5
4842,0.0,-0.637
4843,0.0,-10.098
4844,0.0,-8.086
4845,0.0,0.089
4846,0.011,2.552
4847,0.0,-2.829
4848,0.998,4.64
4849,0.983,1.891
4850,0.0,-5.891
4851,0.0,-4.75
4852,0.3,3.041
4853,0.0,-3.619
4854,0.079,0.728
4855,0.911,5.929
4856,0.0,-5.734
4857,0.0,-2.831
4858,0.909,5.97
4859,0.0,-7.241
4860,0.0,-0.753
4861,0.054,3.113
4862,0.0,-20.0
4863,1.0,8.938
4864,1.0,7.398
4865,0.0,-4.435
4866,0.996,2.513
4867,1.0,6.161
4868,1.0,2.787
4869,1.0,3.189
4870,1.0,5.72
4871,1.0,4.985
4872,1.0,8.91
4873,1.0,8.91
4874,1.0,4.983
4875,0.001,-1.355
4876,0.904,5.933
4877,0.0,-2.669
4878,1.0,6.292
4879,1.0,5.827
4880,0.0,-5.671
4881,1.0,5.839
4882,1.0,7.563
4883,0.0,-7.518
4884,0.0,-3.145
4885,0.635,4.607
4886,0.0,-10.794
4887,0.0,-0.079
4888,0.001,1.559
4889,0.0,-7.875
4890,0.0,-1.305
4891,0.905,5.942
4892,0.0,-11.545
4893,0.0,-1.615
4894,0.902,5.924
4895,0.0,-5.397
4896,0.0,-0.685
4897,0.0,-0.625
4898,0.0,-3.549
4899,0.005,0.188
4900,0.747,2.937
4901,0.747,2.9
4902,0.229,0.714
4903,0.184,1.147
4904,0.0,-8.404
4905,0.0,-3.915
4906,0.0,-1.991
4907,0.0,-11.842
4908,0.0,-1.133
4909,0.0,-0.331
4910,0.0,-8.049
4911,0.0,-0.683
4912,0.0,0.135
4913,0.0,-9.246
4914,0.0,-2.723
4915,0.0,0.149
4916,0.0,-9.337
4917,0.499,2.233
4918,0.617,3.715
4919,0.0,-1.194
4920,0.0,-5.959
4921,0.0,-0.956
4922,0.0,-8.971
4923,0.0,-3.848
4924,0.0,-0.299
4925,0.0,-10.877
4926,0.0,-7.765
4927,0.395,3.858
4928,0.0,-7.645
4929,0.0,-5.961
4930,0.728,4.817
4931,0.0,-9.242
4932,0.0,-9.722
4933,0.0,-0.055
4934,0.0,-7.069
4935,0.0,-6.051
4936,0.0,-3.44
4937,0.0,-13.799
4938,0.0,-3.269
4939,0.001,1.207
4940,0.0,-0.333
4941,0.0,0.731
4942,0.0,0.311
4943,0.0,-14.557
4944,0.0,-9.404
4945,0.063,2.62
4946,0.0,-10.193
4947,0.0,-9.736
